year,team_1_name,team_1_score,team_2_name,team_2_score,date_string
2022,Abilene Christian,56.0,Utah,70.0,Nov9
2022,Abilene Christian,80.0,Texas A&M,81.0,Nov12
2022,Abilene Christian,80.0,UT Arlington,71.0,Nov16
2022,Abilene Christian,89.0,McMurry,54.0,Nov27
2022,Abilene Christian,88.0,Schreiner,47.0,Nov29
2022,Abilene Christian,108.0,Dallas,65.0,Dec1
2022,Abilene Christian,98.0,Incarnate Word,65.0,Dec4
2022,Abilene Christian,73.0,Drexel,56.0,Dec11
2022,Abilene Christian,69.0,Cal State Bakersfield,59.0,Dec15
2022,Abilene Christian,112.0,Howard Payne,41.0,Dec19
2022,Abilene Christian,74.0,Longwood,58.0,Dec22
2022,Abilene Christian,80.0,Utah Valley,76.0,Dec30
2022,Abilene Christian,64.0,Utah Tech,50.0,Jan1
2022,Abilene Christian,58.0,Stephen F. Austin,64.0,Jan6
2022,Abilene Christian,63.0,Sam Houston State,65.0,Jan8
2022,Abilene Christian,68.0,Grand Canyon,95.0,Jan13
2022,Abilene Christian,63.0,New Mexico State,77.0,Jan15
2022,Abilene Christian,62.0,Seattle,72.0,Jan20
2022,Abilene Christian,77.0,California Baptist,68.0,Jan22
2022,Abilene Christian,87.0,Texas-Rio Grande Valley,85.0,Jan26
2022,Abilene Christian,85.0,Lamar,82.0,Jan29
2022,Abilene Christian,77.0,Chicago State,73.0,Feb2
2022,Abilene Christian,83.0,Texas-Rio Grande Valley,66.0,Feb5
2022,Abilene Christian,77.0,Tarleton State,63.0,Feb12
2022,Abilene Christian,71.0,Sam Houston State,75.0,Feb17
2022,Abilene Christian,77.0,Lamar,42.0,Feb24
2022,Abilene Christian,71.0,Stephen F. Austin,73.0,Feb26
2022,Abilene Christian,80.0,Utah Tech,64.0,Mar3
2022,Abilene Christian,61.0,Tarleton State,56.0,Mar5
2022,Abilene Christian,82.0,Utah Valley,74.0,Mar9
2022,Abilene Christian,76.0,Stephen F. Austin,62.0,Mar10
2022,Abilene Christian,78.0,Seattle,76.0,Mar11
2022,Abilene Christian,52.0,New Mexico State,66.0,Mar12
2022,Abilene Christian,82.0,Troy,70.0,Mar20
2022,Abilene Christian,91.0,Ohio,86.0,Mar21
2022,Abilene Christian,69.0,Middle Tennessee,85.0,Mar22
2022,Air Force,53.0,South Dakota,59.0,Nov11
2022,Air Force,59.0,Tulsa,58.0,Nov13
2022,Air Force,61.0,Texas Southern,57.0,Nov17
2022,Air Force,72.0,Holy Cross,53.0,Nov20
2022,Air Force,73.0,Bethune-Cookman,65.0,Nov21
2022,Air Force,66.0,Denver,65.0,Nov24
2022,Air Force,59.0,Idaho State,48.0,Nov27
2022,Air Force,76.0,Army,58.0,Dec4
2022,Air Force,48.0,Montana,66.0,Dec8
2022,Air Force,46.0,Arkansas State,68.0,Dec19
2022,Air Force,45.0,Tarleton State,67.0,Dec21
2022,Air Force,49.0,Utah State,47.0,Dec29
2022,Air Force,59.0,Colorado State,67.0,Jan4
2022,Air Force,68.0,Nevada,75.0,Jan15
2022,Air Force,56.0,Boise State,62.0,Jan18
2022,Air Force,69.0,Nevada-Las Vegas,62.0,Jan20
2022,Air Force,53.0,Colorado State,73.0,Jan22
2022,Air Force,63.0,San Jose State,53.0,Jan25
2022,Air Force,61.0,Wyoming,63.0,Jan28
2022,Air Force,46.0,Utah State,73.0,Feb1
2022,Air Force,77.0,New Mexico,91.0,Feb5
2022,Air Force,44.0,Nevada-Las Vegas,78.0,Feb8
2022,Air Force,64.0,San Diego State,76.0,Feb12
2022,Air Force,59.0,Boise State,85.0,Feb16
2022,Air Force,67.0,Wyoming,75.0,Feb19
2022,Air Force,40.0,Fresno State,65.0,Feb22
2022,Air Force,65.0,New Mexico,69.0,Feb26
2022,Air Force,58.0,San Jose State,54.0,Mar1
2022,Air Force,56.0,Utah State,83.0,Mar9
2022,Akron,66.0,Ohio State,67.0,Nov9
2022,Akron,102.0,Point Park,46.0,Nov13
2022,Akron,99.0,Wheeling Jesuit,38.0,Nov18
2022,Akron,43.0,Fordham,63.0,Nov22
2022,Akron,45.0,Appalachian State,57.0,Nov23
2022,Akron,69.0,Evansville,60.0,Nov24
2022,Akron,88.0,Marshall,86.0,Dec1
2022,Akron,79.0,Southern,62.0,Dec4
2022,Akron,73.0,Florida A&M,66.0,Dec12
2022,Akron,66.0,Wright State,48.0,Dec15
2022,Akron,88.0,Buffalo,76.0,Jan1
2022,Akron,63.0,Ohio,69.0,Jan4
2022,Akron,84.0,Ball State,74.0,Jan11
2022,Akron,55.0,Kent State,67.0,Jan14
2022,Akron,74.0,Western Michigan,73.0,Jan18
2022,Akron,91.0,Bowling Green State,66.0,Jan20
2022,Akron,46.0,Eastern Michigan,44.0,Jan22
2022,Akron,60.0,Central Michigan,56.0,Jan25
2022,Akron,76.0,Toledo,84.0,Jan28
2022,Akron,66.0,Miami (OH),55.0,Feb4
2022,Akron,71.0,Miami (OH),59.0,Feb6
2022,Akron,70.0,Northern Illinois,64.0,Feb8
2022,Akron,64.0,Kent State,66.0,Feb11
2022,Akron,57.0,Western Michigan,61.0,Feb15
2022,Akron,63.0,Northern Illinois,66.0,Feb17
2022,Akron,67.0,Eastern Michigan,48.0,Feb19
2022,Akron,82.0,Bowling Green State,68.0,Feb22
2022,Akron,91.0,Ohio,83.0,Feb25
2022,Akron,79.0,Ball State,60.0,Mar1
2022,Akron,57.0,Central Michigan,56.0,Mar4
2022,Akron,70.0,Buffalo,68.0,Mar10
2022,Akron,70.0,Toledo,62.0,Mar11
2022,Akron,75.0,Kent State,55.0,Mar12
2022,Akron,53.0,UCLA,57.0,Mar17
2022,Alabama,93.0,Louisiana Tech,64.0,Nov9
2022,Alabama,104.0,South Dakota State,88.0,Nov12
2022,Alabama,73.0,South Alabama,68.0,Nov16
2022,Alabama,86.0,Oakland,59.0,Nov19
2022,Alabama,68.0,Iona,72.0,Nov25
2022,Alabama,80.0,Drake,71.0,Nov26
2022,Alabama,96.0,Miami (FL),64.0,Nov28
2022,Alabama,91.0,Gonzaga,82.0,Dec4
2022,Alabama,83.0,Houston,82.0,Dec11
2022,Alabama,78.0,Memphis,92.0,Dec14
2022,Alabama,65.0,Jacksonville State,59.0,Dec18
2022,Alabama,78.0,Davidson,79.0,Dec21
2022,Alabama,73.0,Tennessee,68.0,Dec29
2022,Alabama,83.0,Florida,70.0,Jan5
2022,Alabama,86.0,Missouri,92.0,Jan8
2022,Alabama,77.0,Auburn,81.0,Jan11
2022,Alabama,76.0,Mississippi State,78.0,Jan15
2022,Alabama,70.0,Louisiana State,67.0,Jan19
2022,Alabama,86.0,Missouri,76.0,Jan22
2022,Alabama,76.0,Georgia,82.0,Jan25
2022,Alabama,87.0,Baylor,78.0,Jan29
2022,Alabama,81.0,Auburn,100.0,Feb1
2022,Alabama,55.0,Kentucky,66.0,Feb5
2022,Alabama,97.0,Mississippi,83.0,Feb9
2022,Alabama,68.0,Arkansas,67.0,Feb12
2022,Alabama,80.0,Mississippi State,75.0,Feb16
2022,Alabama,81.0,Kentucky,90.0,Feb19
2022,Alabama,74.0,Vanderbilt,72.0,Feb22
2022,Alabama,90.0,South Carolina,71.0,Feb26
2022,Alabama,71.0,Texas A&M,87.0,Mar2
2022,Alabama,77.0,Louisiana State,80.0,Mar5
2022,Alabama,76.0,Vanderbilt,82.0,Mar10
2022,Alabama,64.0,Notre Dame,78.0,Mar18
2022,Alabama A&M,82.0,Tennessee State,73.0,Nov9
2022,Alabama A&M,47.0,Jacksonville State,70.0,Nov13
2022,Alabama A&M,66.0,Cincinnati,89.0,Nov16
2022,Alabama A&M,41.0,UAB,86.0,Nov21
2022,Alabama A&M,62.0,Western Kentucky,88.0,Nov24
2022,Alabama A&M,45.0,North Alabama,56.0,Dec8
2022,Alabama A&M,50.0,Samford,52.0,Dec11
2022,Alabama A&M,57.0,Troy,66.0,Dec14
2022,Alabama A&M,43.0,Indiana State,67.0,Dec18
2022,Alabama A&M,63.0,Lipscomb,66.0,Dec30
2022,Alabama A&M,70.0,Arkansas-Pine Bluff,50.0,Jan3
2022,Alabama A&M,72.0,Mississippi Valley State,67.0,Jan5
2022,Alabama A&M,71.0,Alcorn State,78.0,Jan8
2022,Alabama A&M,60.0,Jackson State,58.0,Jan10
2022,Alabama A&M,55.0,Alabama State,59.0,Jan15
2022,Alabama A&M,44.0,Texas Southern,78.0,Jan22
2022,Alabama A&M,48.0,Prairie View,72.0,Jan24
2022,Alabama A&M,60.0,Florida A&M,65.0,Jan29
2022,Alabama A&M,67.0,Bethune-Cookman,52.0,Jan31
2022,Alabama A&M,64.0,Southern,73.0,Feb5
2022,Alabama A&M,50.0,Grambling,58.0,Feb7
2022,Alabama A&M,94.0,Mississippi Valley State,92.0,Feb12
2022,Alabama A&M,74.0,Arkansas-Pine Bluff,69.0,Feb14
2022,Alabama A&M,62.0,Bethune-Cookman,60.0,Feb19
2022,Alabama A&M,71.0,Florida A&M,63.0,Feb21
2022,Alabama A&M,80.0,Alabama State,65.0,Feb26
2022,Alabama A&M,71.0,Grambling,63.0,Mar3
2022,Alabama A&M,49.0,Southern,50.0,Mar5
2022,Alabama A&M,61.0,Florida A&M,56.0,Mar10
2022,Alabama A&M,64.0,Alcorn State,69.0,Mar11
2022,Alabama State,74.0,Western Kentucky,79.0,Nov9
2022,Alabama State,72.0,Vanderbilt,91.0,Nov10
2022,Alabama State,60.0,Missouri State,78.0,Nov13
2022,Alabama State,60.0,Iowa State,68.0,Nov16
2022,Alabama State,82.0,Iowa,108.0,Nov18
2022,Alabama State,80.0,North Carolina Central,74.0,Nov20
2022,Alabama State,91.0,Tuskegee,65.0,Nov22
2022,Alabama State,69.0,North Alabama,81.0,Nov28
2022,Alabama State,54.0,Dayton,93.0,Dec1
2022,Alabama State,64.0,Samford,74.0,Dec8
2022,Alabama State,62.0,Pepperdine,79.0,Dec11
2022,Alabama State,48.0,Texas,68.0,Dec22
2022,Alabama State,53.0,Texas Tech,75.0,Dec28
2022,Alabama State,84.0,Mississippi Valley State,75.0,Jan3
2022,Alabama State,68.0,Arkansas-Pine Bluff,70.0,Jan5
2022,Alabama State,72.0,Jackson State,57.0,Jan8
2022,Alabama State,60.0,Alcorn State,70.0,Jan10
2022,Alabama State,67.0,Prairie View,70.0,Jan22
2022,Alabama State,66.0,Texas Southern,73.0,Jan24
2022,Alabama State,79.0,Bethune-Cookman,73.0,Jan29
2022,Alabama State,65.0,Florida A&M,66.0,Jan31
2022,Alabama State,80.0,Grambling,72.0,Feb5
2022,Alabama State,58.0,Southern,72.0,Feb7
2022,Alabama State,70.0,Arkansas-Pine Bluff,75.0,Feb12
2022,Alabama State,71.0,Mississippi Valley State,85.0,Feb14
2022,Alabama State,83.0,Florida A&M,86.0,Feb19
2022,Alabama State,89.0,Bethune-Cookman,78.0,Feb21
2022,Alabama State,77.0,Southern,67.0,Mar3
2022,Alabama State,78.0,Grambling,75.0,Mar5
2022,Albany (NY),56.0,Towson,77.0,Nov9
2022,Albany (NY),64.0,La Salle,67.0,Nov13
2022,Albany (NY),53.0,Harvard,60.0,Nov17
2022,Albany (NY),64.0,Eastern Kentucky,77.0,Nov20
2022,Albany (NY),61.0,Kentucky,86.0,Nov22
2022,Albany (NY),64.0,Eastern Illinois,62.0,Nov24
2022,Albany (NY),43.0,Kansas State,71.0,Dec1
2022,Albany (NY),52.0,Yale,71.0,Dec7
2022,Albany (NY),60.0,Columbia,59.0,Dec11
2022,Albany (NY),61.0,Boston College,57.0,Dec13
2022,Albany (NY),58.0,Niagara,66.0,Dec18
2022,Albany (NY),68.0,Lehigh,52.0,Dec21
2022,Albany (NY),79.0,Binghamton,88.0,Jan6
2022,Albany (NY),62.0,New Hampshire,64.0,Jan8
2022,Albany (NY),57.0,Massachusetts-Lowell,47.0,Jan12
2022,Albany (NY),71.0,NJIT,56.0,Jan15
2022,Albany (NY),66.0,Maryland-Baltimore County,54.0,Jan19
2022,Albany (NY),75.0,Stony Brook,86.0,Jan22
2022,Albany (NY),64.0,Massachusetts-Lowell,62.0,Jan26
2022,Albany (NY),64.0,NJIT,53.0,Jan29
2022,Albany (NY),61.0,Vermont,73.0,Jan31
2022,Albany (NY),53.0,Maryland-Baltimore County,59.0,Feb2
2022,Albany (NY),71.0,Hartford,52.0,Feb5
2022,Albany (NY),63.0,Maine,73.0,Feb9
2022,Albany (NY),63.0,Vermont,76.0,Feb12
2022,Albany (NY),68.0,Binghamton,67.0,Feb16
2022,Albany (NY),70.0,New Hampshire,65.0,Feb19
2022,Albany (NY),72.0,Maine,68.0,Feb23
2022,Albany (NY),50.0,Stony Brook,66.0,Feb26
2022,Albany (NY),55.0,Hartford,67.0,Mar1
2022,Albany (NY),49.0,Hartford,61.0,Mar6
2022,Alcorn State,67.0,Washington State,85.0,Nov9
2022,Alcorn State,66.0,Seattle,69.0,Nov10
2022,Alcorn State,58.0,Portland,62.0,Nov13
2022,Alcorn State,57.0,Gonzaga,84.0,Nov15
2022,Alcorn State,59.0,Southern Illinois,62.0,Nov26
2022,Alcorn State,61.0,Milwaukee,57.0,Nov28
2022,Alcorn State,64.0,Tulane,85.0,Dec4
2022,Alcorn State,45.0,Houston,77.0,Dec6
2022,Alcorn State,63.0,Wichita State,82.0,Dec14
2022,Alcorn State,62.0,Tulsa,83.0,Dec16
2022,Alcorn State,57.0,Baylor,94.0,Dec20
2022,Alcorn State,48.0,Oklahoma,72.0,Dec22
2022,Alcorn State,65.0,Jackson State,50.0,Jan5
2022,Alcorn State,73.0,Texas Southern,72.0,Jan15
2022,Alcorn State,73.0,Prairie View,74.0,Jan17
2022,Alcorn State,68.0,Florida A&M,70.0,Jan22
2022,Alcorn State,70.0,Bethune-Cookman,67.0,Jan24
2022,Alcorn State,68.0,Southern,64.0,Jan29
2022,Alcorn State,73.0,Grambling,80.0,Jan31
2022,Alcorn State,70.0,Arkansas-Pine Bluff,64.0,Feb5
2022,Alcorn State,79.0,Mississippi Valley State,71.0,Feb7
2022,Alcorn State,63.0,Bethune-Cookman,71.0,Feb12
2022,Alcorn State,68.0,Florida A&M,56.0,Feb14
2022,Alcorn State,61.0,Jackson State,60.0,Feb19
2022,Alcorn State,72.0,Prairie View,69.0,Feb26
2022,Alcorn State,75.0,Texas Southern,72.0,Feb28
2022,Alcorn State,72.0,Mississippi Valley State,69.0,Mar3
2022,Alcorn State,100.0,Arkansas-Pine Bluff,77.0,Mar5
2022,Alcorn State,64.0,Prairie View,63.0,Mar9
2022,Alcorn State,62.0,Texas Southern,87.0,Mar12
2022,Alcorn State,62.0,Texas A&M,74.0,Mar15
2022,American,77.0,Marist,73.0,Nov9
2022,American,74.0,William & Mary,62.0,Nov12
2022,American,57.0,Georgetown,79.0,Nov16
2022,American,42.0,Longwood,82.0,Nov19
2022,American,79.0,Western Carolina,80.0,Nov20
2022,American,67.0,Maryland-Baltimore County,98.0,Nov23
2022,American,79.0,Duquesne,88.0,Nov28
2022,American,57.0,Stony Brook,80.0,Dec1
2022,American,56.0,Howard,90.0,Dec4
2022,American,83.0,Saint Francis (PA),73.0,Dec8
2022,American,72.0,Mount St. Mary's,66.0,Dec11
2022,American,44.0,George Mason,67.0,Dec21
2022,American,61.0,Lehigh,63.0,Jan1
2022,American,53.0,Boston University,79.0,Jan10
2022,American,63.0,Bucknell,55.0,Jan16
2022,American,66.0,Army,76.0,Jan19
2022,American,73.0,Loyola (MD),78.0,Jan22
2022,American,56.0,Lafayette,69.0,Jan24
2022,American,67.0,Holy Cross,49.0,Jan26
2022,American,45.0,Navy,47.0,Jan29
2022,American,62.0,Lafayette,71.0,Feb2
2022,American,68.0,Colgate,86.0,Feb5
2022,American,66.0,Bucknell,68.0,Feb9
2022,American,67.0,Boston University,85.0,Feb12
2022,American,60.0,Holy Cross,54.0,Feb14
2022,American,46.0,Navy,55.0,Feb16
2022,American,83.0,Army,67.0,Feb19
2022,American,49.0,Colgate,63.0,Feb21
2022,American,61.0,Lehigh,78.0,Feb23
2022,American,65.0,Loyola (MD),55.0,Feb26
2022,American,69.0,Holy Cross,63.0,Mar1
2022,American,64.0,Navy,71.0,Mar3
2022,Appalachian State,53.0,Iona,65.0,Nov9
2022,Appalachian State,69.0,East Tennessee State,67.0,Nov12
2022,Appalachian State,98.0,William Peace,49.0,Nov15
2022,Appalachian State,66.0,Charlotte,67.0,Nov18
2022,Appalachian State,68.0,Delaware,75.0,Nov22
2022,Appalachian State,63.0,Vermont,65.0,Nov24
2022,Appalachian State,69.0,Hartford,59.0,Nov29
2022,Appalachian State,90.0,Boyce,29.0,Dec1
2022,Appalachian State,65.0,Furman,73.0,Dec10
2022,Appalachian State,69.0,Erskine,44.0,Dec13
2022,Appalachian State,67.0,Duke,92.0,Dec16
2022,Appalachian State,50.0,North Carolina,70.0,Dec21
2022,Appalachian State,55.0,Louisiana,71.0,Dec30
2022,Appalachian State,77.0,Louisiana-Monroe,69.0,Jan1
2022,Appalachian State,72.0,South Alabama,64.0,Jan6
2022,Appalachian State,53.0,Troy,68.0,Jan8
2022,Appalachian State,61.0,Coastal Carolina,60.0,Jan13
2022,Appalachian State,84.0,Coastal Carolina,76.0,Jan15
2022,Appalachian State,61.0,Georgia State,60.0,Jan20
2022,Appalachian State,70.0,Georgia Southern,62.0,Jan22
2022,Appalachian State,61.0,Arkansas State,54.0,Jan27
2022,Appalachian State,72.0,Little Rock,57.0,Jan29
2022,Appalachian State,66.0,Texas State,68.0,Feb3
2022,Appalachian State,70.0,UT Arlington,61.0,Feb5
2022,Appalachian State,65.0,Georgia Southern,61.0,Feb10
2022,Appalachian State,49.0,Georgia State,58.0,Feb12
2022,Appalachian State,61.0,Troy,67.0,Feb17
2022,Appalachian State,69.0,South Alabama,51.0,Feb19
2022,Appalachian State,78.0,Little Rock,66.0,Feb23
2022,Appalachian State,60.0,Arkansas State,62.0,Feb25
2022,Appalachian State,73.0,Georgia Southern,60.0,Mar5
2022,Appalachian State,66.0,Georgia State,71.0,Mar6
2022,Appalachian State,74.0,South Carolina Upstate,80.0,Mar15
2022,Arizona,81.0,Northern Arizona,52.0,Nov9
2022,Arizona,104.0,Texas-Rio Grande Valley,50.0,Nov12
2022,Arizona,97.0,North Dakota State,45.0,Nov16
2022,Arizona,82.0,Wichita State,78.0,Nov19
2022,Arizona,80.0,Michigan,62.0,Nov21
2022,Arizona,105.0,Sacramento State,59.0,Nov27
2022,Arizona,90.0,Oregon State,65.0,Dec5
2022,Arizona,94.0,Wyoming,65.0,Dec8
2022,Arizona,83.0,Illinois,79.0,Dec11
2022,Arizona,101.0,Northern Colorado,76.0,Dec15
2022,Arizona,84.0,California Baptist,60.0,Dec18
2022,Arizona,73.0,Tennessee,77.0,Dec22
2022,Arizona,95.0,Washington,79.0,Jan3
2022,Arizona,76.0,Colorado,55.0,Jan13
2022,Arizona,82.0,Utah,64.0,Jan15
2022,Arizona,85.0,Stanford,57.0,Jan20
2022,Arizona,96.0,California,71.0,Jan23
2022,Arizona,59.0,UCLA,75.0,Jan25
2022,Arizona,67.0,Arizona State,56.0,Jan29
2022,Arizona,76.0,UCLA,66.0,Feb3
2022,Arizona,72.0,Southern California,63.0,Feb5
2022,Arizona,91.0,Arizona State,79.0,Feb7
2022,Arizona,72.0,Washington State,60.0,Feb10
2022,Arizona,92.0,Washington,68.0,Feb12
2022,Arizona,83.0,Oregon State,69.0,Feb17
2022,Arizona,84.0,Oregon,81.0,Feb19
2022,Arizona,97.0,Utah,77.0,Feb24
2022,Arizona,63.0,Colorado,79.0,Feb26
2022,Arizona,91.0,Southern California,71.0,Mar1
2022,Arizona,81.0,Stanford,69.0,Mar3
2022,Arizona,89.0,California,61.0,Mar5
2022,Arizona,84.0,Stanford,80.0,Mar10
2022,Arizona,82.0,Colorado,72.0,Mar11
2022,Arizona,84.0,UCLA,76.0,Mar12
2022,Arizona,87.0,Wright State,70.0,Mar18
2022,Arizona,85.0,TCU,80.0,Mar20
2022,Arizona,60.0,Houston,72.0,Mar24
2022,Arizona State,76.0,Portland,60.0,Nov9
2022,Arizona State,65.0,UC Riverside,66.0,Nov11
2022,Arizona State,72.0,North Florida,63.0,Nov15
2022,Arizona State,63.0,San Diego State,65.0,Nov18
2022,Arizona State,63.0,Baylor,75.0,Nov24
2022,Arizona State,84.0,Syracuse,92.0,Nov25
2022,Arizona State,59.0,Loyola (IL),77.0,Nov26
2022,Arizona State,29.0,Washington State,51.0,Dec1
2022,Arizona State,69.0,Oregon,67.0,Dec5
2022,Arizona State,67.0,Grand Canyon,62.0,Dec9
2022,Arizona State,58.0,Creighton,57.0,Dec14
2022,Arizona State,65.0,San Francisco,66.0,Dec19
2022,Arizona State,50.0,California,74.0,Jan2
2022,Arizona State,57.0,Colorado,75.0,Jan15
2022,Arizona State,64.0,Utah,62.0,Jan17
2022,Arizona State,76.0,Stanford,79.0,Jan22
2022,Arizona State,56.0,Southern California,78.0,Jan24
2022,Arizona State,53.0,Southern California,58.0,Feb3
2022,Arizona State,87.0,UCLA,84.0,Feb5
2022,Arizona State,64.0,Washington,87.0,Feb10
2022,Arizona State,58.0,Washington State,55.0,Feb12
2022,Arizona State,81.0,Oregon,57.0,Feb17
2022,Arizona State,73.0,Oregon State,53.0,Feb19
2022,Arizona State,52.0,UCLA,66.0,Feb21
2022,Arizona State,82.0,Colorado,65.0,Feb24
2022,Arizona State,63.0,Utah,61.0,Feb26
2022,Arizona State,71.0,California,44.0,Mar3
2022,Arizona State,65.0,Stanford,56.0,Mar5
2022,Arizona State,70.0,Stanford,71.0,Mar9
2022,Arkansas,74.0,Mercer,61.0,Nov9
2022,Arkansas,86.0,Gardner-Webb,69.0,Nov13
2022,Arkansas,93.0,Northern Iowa,80.0,Nov17
2022,Arkansas,72.0,Kansas State,64.0,Nov22
2022,Arkansas,73.0,Cincinnati,67.0,Nov23
2022,Arkansas,76.0,Pennsylvania,60.0,Nov28
2022,Arkansas,97.0,Central Arkansas,60.0,Dec1
2022,Arkansas,93.0,Little Rock,78.0,Dec4
2022,Arkansas,86.0,Charlotte,66.0,Dec7
2022,Arkansas,66.0,Oklahoma,88.0,Dec11
2022,Arkansas,81.0,Hofstra,89.0,Dec18
2022,Arkansas,81.0,Elon,55.0,Dec21
2022,Arkansas,68.0,Mississippi State,81.0,Dec29
2022,Arkansas,74.0,Vanderbilt,75.0,Jan4
2022,Arkansas,81.0,Texas A&M,86.0,Jan8
2022,Arkansas,87.0,Missouri,43.0,Jan12
2022,Arkansas,65.0,Louisiana State,58.0,Jan15
2022,Arkansas,75.0,South Carolina,59.0,Jan18
2022,Arkansas,76.0,Texas A&M,73.0,Jan22
2022,Arkansas,64.0,Mississippi,55.0,Jan26
2022,Arkansas,77.0,West Virginia,68.0,Jan29
2022,Arkansas,99.0,Georgia,73.0,Feb2
2022,Arkansas,63.0,Mississippi State,55.0,Feb5
2022,Arkansas,80.0,Auburn,76.0,Feb8
2022,Arkansas,76.0,Missouri,57.0,Feb15
2022,Arkansas,58.0,Tennessee,48.0,Feb19
2022,Arkansas,82.0,Florida,74.0,Feb22
2022,Arkansas,75.0,Kentucky,73.0,Feb26
2022,Arkansas,77.0,Louisiana State,76.0,Mar2
2022,Arkansas,74.0,Tennessee,78.0,Mar5
2022,Arkansas,79.0,Louisiana State,67.0,Mar11
2022,Arkansas,64.0,Texas A&M,82.0,Mar12
2022,Arkansas,75.0,Vermont,71.0,Mar17
2022,Arkansas,53.0,New Mexico State,48.0,Mar19
2022,Arkansas,74.0,Gonzaga,68.0,Mar24
2022,Arkansas,69.0,Duke,78.0,Mar26
2022,Arkansas State,81.0,Harding,55.0,Nov9
2022,Arkansas State,53.0,Illinois,92.0,Nov12
2022,Arkansas State,90.0,Central Baptist,63.0,Nov15
2022,Arkansas State,72.0,Southeast Missouri State,60.0,Nov19
2022,Arkansas State,51.0,Morehead State,75.0,Nov26
2022,Arkansas State,66.0,Kansas City,55.0,Nov28
2022,Arkansas State,95.0,Central Arkansas,82.0,Dec4
2022,Arkansas State,84.0,Arkansas-Pine Bluff,73.0,Dec8
2022,Arkansas State,82.0,Mississippi Valley State,77.0,Dec11
2022,Arkansas State,62.0,Texas Tech,75.0,Dec14
2022,Arkansas State,88.0,Lyon,66.0,Dec21
2022,Arkansas State,74.0,Georgia Southern,56.0,Jan1
2022,Arkansas State,77.0,Louisiana,83.0,Jan6
2022,Arkansas State,90.0,Louisiana-Monroe,83.0,Jan8
2022,Arkansas State,75.0,UT Arlington,70.0,Jan20
2022,Arkansas State,67.0,Texas State,60.0,Jan22
2022,Arkansas State,73.0,Coastal Carolina,66.0,Jan29
2022,Arkansas State,59.0,Louisiana-Monroe,60.0,Feb3
2022,Arkansas State,67.0,Louisiana,58.0,Feb5
2022,Arkansas State,77.0,Troy,79.0,Feb10
2022,Arkansas State,51.0,South Alabama,70.0,Feb12
2022,Arkansas State,67.0,Texas State,84.0,Feb17
2022,Arkansas State,58.0,UT Arlington,49.0,Feb19
2022,Arkansas State,69.0,Coastal Carolina,74.0,Feb23
2022,Arkansas State,81.0,Louisiana-Monroe,77.0,Mar3
2022,Arkansas State,62.0,Georgia State,65.0,Mar5
2022,Arkansas-Pine Bluff,77.0,Creighton,90.0,Nov9
2022,Arkansas-Pine Bluff,71.0,Colorado State,91.0,Nov12
2022,Arkansas-Pine Bluff,45.0,Wyoming,85.0,Nov14
2022,Arkansas-Pine Bluff,74.0,Portland,86.0,Nov18
2022,Arkansas-Pine Bluff,56.0,Seattle,77.0,Nov22
2022,Arkansas-Pine Bluff,58.0,UC Santa Barbara,86.0,Nov24
2022,Arkansas-Pine Bluff,50.0,Pacific,74.0,Nov26
2022,Arkansas-Pine Bluff,75.0,Arkansas Baptist,70.0,Nov29
2022,Arkansas-Pine Bluff,64.0,Iowa State,83.0,Dec1
2022,Arkansas-Pine Bluff,54.0,Baylor,99.0,Dec4
2022,Arkansas-Pine Bluff,31.0,Texas,63.0,Dec14
2022,Arkansas-Pine Bluff,97.0,Ecclesia,56.0,Dec18
2022,Arkansas-Pine Bluff,71.0,Texas Southern,90.0,Jan8
2022,Arkansas-Pine Bluff,58.0,Prairie View,75.0,Jan10
2022,Arkansas-Pine Bluff,66.0,Florida A&M,71.0,Jan15
2022,Arkansas-Pine Bluff,69.0,Bethune-Cookman,63.0,Jan17
2022,Arkansas-Pine Bluff,51.0,Southern,99.0,Jan22
2022,Arkansas-Pine Bluff,65.0,Grambling,76.0,Jan24
2022,Arkansas-Pine Bluff,74.0,Mississippi Valley State,68.0,Jan29
2022,Arkansas-Pine Bluff,47.0,Jackson State,60.0,Feb7
2022,Arkansas-Pine Bluff,84.0,Prairie View,92.0,Feb19
2022,Arkansas-Pine Bluff,68.0,Texas Southern,70.0,Feb21
2022,Arkansas-Pine Bluff,93.0,Mississippi Valley State,79.0,Feb26
2022,Arkansas-Pine Bluff,79.0,Jackson State,87.0,Mar3
2022,Army,83.0,SUNY New Paltz,52.0,Nov9
2022,Army,56.0,Duke,82.0,Nov12
2022,Army,86.0,Hartford,79.0,Nov13
2022,Army,74.0,Merrimack,51.0,Nov17
2022,Army,58.0,La Salle,61.0,Nov20
2022,Army,65.0,Marist,61.0,Nov27
2022,Army,67.0,Siena,83.0,Nov30
2022,Army,97.0,SUNY-Purchase,40.0,Dec7
2022,Army,66.0,NJIT,49.0,Dec10
2022,Army,65.0,Long Island University,90.0,Dec19
2022,Army,75.0,South Carolina,105.0,Dec22
2022,Army,77.0,Loyola (MD),74.0,Jan1
2022,Army,96.0,Bucknell,89.0,Jan4
2022,Army,77.0,Lehigh,55.0,Jan7
2022,Army,57.0,Colgate,76.0,Jan10
2022,Army,73.0,Boston University,63.0,Jan13
2022,Army,54.0,Lafayette,68.0,Jan16
2022,Army,74.0,Navy,73.0,Jan22
