year_string,team_1_name,team_1_score,team_2_name,team_2_score,date_string
2011,San Diego,52,Santa Clara,61,13-Jan
2011,San Diego,55,San Francisco,65,15-Jan
2011,San Diego,47,San Francisco,61,10-Feb
2011,San Diego,56,Santa Clara,60,12-Feb
2011,San Francisco,97,Seattle,76,12-Nov
2011,San Francisco,64,San Jose State,74,17-Nov
2011,San Francisco,89,Holy Names,86,1-Dec
2011,San Francisco,52,Washington,80,18-Dec
2011,San Francisco,68,Dominican (CA),47,1-Jan
2011,San Francisco,74,Santa Clara,67,8-Jan
2011,San Francisco,68,Santa Clara,62,5-Feb
2011,San Francisco,91,Santa Clara,95,22-Mar
2011,San Jose State,63,Texas-San Antonio,72,30-Nov
2011,San Jose State,63,Santa Clara,67,10-Dec
2011,San Jose State,86,Seattle,70,18-Dec
2011,San Jose State,95,Puget Sound,62,22-Dec
2011,San Jose State,71,Utah State,80,31-Dec
2011,San Jose State,65,Utah State,84,27-Jan
2011,San Jose State,62,Weber State,46,18-Feb
2011,San Jose State,54,Utah State,58,11-Mar
2011,Santa Clara,73,Southern California,86,15-Nov
2011,Santa Clara,79,Washington State,85,19-Dec
2011,Santa Clara,87,Bethany (CA),57,3-Jan
2011,Santa Clara,85,UC-Santa Cruz,60,1-Feb
2011,Santa Clara,72,Southern Methodist,55,25-Mar
2011,Savannah State,61,Brewton-Parker,33,12-Nov
2011,Savannah State,52,Western Illinois,59,14-Nov
2011,Savannah State,64,Stetson,69,30-Nov
2011,Savannah State,74,Southeastern Louisiana,65,29-Dec
2011,Savannah State,54,Southern Mississippi,64,30-Dec
2011,Savannah State,50,Stetson,49,18-Jan
2011,Savannah State,63,Texas A&M-Corpus Christi,57,7-Feb
2011,Savannah State,102,Morris College,47,10-Feb
2011,Savannah State,84,Trinity Baptist,24,17-Feb
2011,Savannah State,103,Carver Bible,64,24-Feb
2011,Savannah State,51,Western Illinois,47,1-Mar
2011,Seattle,61,Weber State,65,4-Dec
2011,Seattle,59,Virginia,53,22-Dec
2011,Seattle,73,Utah Valley,89,13-Jan
2011,Seattle,63,Utah Valley,57,9-Feb
2011,Seattle,74,Washington,95,22-Feb
2011,Seattle,66,Stanford,77,1-Mar
2011,Seton Hall,56,Temple,62,12-Nov
2011,Seton Hall,52,Xavier,57,21-Nov
2011,Seton Hall,64,South Florida,55,28-Dec
2011,Seton Hall,56,Syracuse,61,8-Jan
2011,Seton Hall,90,Syracuse,68,25-Jan
2011,Seton Hall,44,West Virginia,56,2-Feb
2011,Seton Hall,57,Villanova,60,15-Feb
2011,Seton Hall,84,St. John's (NY),70,3-Mar
2011,Siena,76,Vermont,80,13-Nov
2011,Siena,79,St. Bonaventure,82,28-Dec
2011,South Alabama,81,Spring Hill,53,12-Nov
2011,South Alabama,58,Southern Mississippi,93,17-Nov
2011,South Alabama,90,Mobile,48,27-Dec
2011,South Alabama,75,Western Kentucky,84,20-Jan
2011,South Alabama,83,Troy,78,27-Jan
2011,South Alabama,80,Western Kentucky,76,3-Feb
2011,South Alabama,59,Troy,72,10-Feb
2011,South Carolina State,94,Anderson (SC),83,16-Nov
2011,South Carolina State,69,Carver Bible,67,19-Nov
2011,South Carolina State,68,Allen,56,30-Nov
2011,South Carolina State,96,Voorhees,50,8-Dec
2011,South Carolina State,56,South Carolina,91,4-Jan
2011,South Carolina Upstate,54,Virginia,74,15-Nov
2011,South Carolina Upstate,61,Wofford,79,18-Nov
2011,South Carolina Upstate,41,South Carolina,57,23-Nov
2011,South Carolina Upstate,53,Virginia Tech,64,30-Dec
2011,South Carolina Upstate,71,Stetson,74,8-Jan
2011,South Carolina Upstate,72,Stetson,59,4-Feb
2011,South Carolina,87,Western Kentucky,85,27-Nov
2011,South Carolina,64,Wofford,53,11-Dec
2011,South Carolina,83,Vanderbilt,75,8-Jan
2011,South Carolina,60,Vanderbilt,78,5-Feb
2011,South Carolina,67,Tennessee,73,16-Feb
2011,South Carolina,69,Tennessee,73,3-Mar
2011,South Dakota State,94,Southwest Minnesota State,80,18-Nov
2011,South Dakota State,84,Mayville State,57,8-Dec
2011,South Dakota State,74,Western Michigan,77,18-Dec
2011,South Dakota State,105,Southern Utah,95,1-Jan
2011,South Dakota State,81,Western Illinois,50,13-Jan
2011,South Dakota State,96,Southern Utah,79,29-Jan
2011,South Dakota State,82,Western Illinois,61,12-Feb
2011,South Dakota,72,South Dakota School of Mines,61,17-Nov
2011,South Dakota,80,Wyoming,70,1-Dec
2011,South Dakota,61,Wisconsin,76,4-Dec
2011,South Dakota,122,Tabor College,71,13-Dec
2011,South Dakota,93,Midland Lutheran,69,28-Dec
2011,South Dakota,109,Doane College,92,30-Dec
2011,South Dakota,85,Southern Illinois-Edwardsville,94,8-Jan
2011,South Dakota,89,Utah Valley,85,22-Jan
2011,South Dakota,76,Texas-Rio Grande Valley,73,29-Jan
2011,South Dakota,79,Utah Valley,94,17-Feb
2011,South Dakota,90,Southern Illinois-Edwardsville,67,20-Feb
2011,South Dakota,74,Texas-Rio Grande Valley,75,3-Mar
2011,South Dakota,72,Utah Valley,70,11-Mar
2011,South Florida,53,Southern Mississippi,60,12-Nov
2011,South Florida,74,St. Francis (NY),71,15-Nov
2011,South Florida,64,Texas Tech,61,27-Nov
2011,South Florida,60,Virginia Commonwealth,59,1-Dec
2011,South Florida,71,Villanova,83,6-Jan
2011,South Florida,46,West Virginia,56,23-Jan
2011,South Florida,49,Syracuse,72,5-Feb
2011,South Florida,56,St. John's (NY),72,5-Mar
2011,South Florida,70,Villanova,69,8-Mar
2011,Southeast Missouri State,67,Tennessee State,77,4-Dec
2011,Southeast Missouri State,68,Southern Illinois,83,8-Dec
2011,Southeast Missouri State,101,Hannibal-LaGrange,52,11-Dec
2011,Southeast Missouri State,77,Tennessee Tech,75,21-Dec
2011,Southeast Missouri State,59,Southern Methodist,71,29-Dec
2011,Southeast Missouri State,82,Tennessee-Martin,75,3-Jan
2011,Southeast Missouri State,69,Tennessee-Martin,79,20-Jan
2011,Southeast Missouri State,86,Tennessee Tech,93,29-Jan
2011,Southeast Missouri State,83,Southern Illinois-Edwardsville,63,7-Feb
2011,Southeast Missouri State,52,Tennessee State,57,24-Feb
2011,Southeastern Louisiana,91,Millsaps,45,12-Nov
2011,Southeastern Louisiana,99,Loyola (LA),69,27-Nov
2011,Southeastern Louisiana,111,Dillard,67,1-Dec
2011,Southeastern Louisiana,85,Southern,77,11-Dec
2011,Southeastern Louisiana,52,Vanderbilt,85,18-Dec
2011,Southeastern Louisiana,64,Stephen F. Austin,54,8-Jan
2011,Southeastern Louisiana,59,Texas A&M-Corpus Christi,62,15-Jan
2011,Southeastern Louisiana,79,Texas-San Antonio,73,9-Feb
2011,Southeastern Louisiana,66,Texas-Arlington,68,19-Feb
2011,Southeastern Louisiana,69,Texas State,82,23-Feb
2011,Southeastern Louisiana,68,Texas State,72,9-Mar
2011,Southern California,69,Texas Christian,81,29-Nov
2011,Southern California,73,Texas,56,5-Dec
2011,Southern California,65,Tennessee,64,21-Dec
2011,Southern California,67,Washington,73,29-Dec
2011,Southern California,60,Washington State,56,31-Dec
2011,Southern California,63,UCLA,52,9-Jan
2011,Southern California,65,Stanford,42,20-Jan
2011,Southern California,50,UCLA,64,2-Feb
2011,Southern California,69,Stanford,53,19-Feb
2011,Southern California,77,Washington State,85,3-Mar
2011,Southern California,62,Washington,60,5-Mar
2011,Southern California,46,Virginia Commonwealth,59,16-Mar
2011,Southern Illinois-Edwardsville,88,MacMurray,73,20-Nov
2011,Southern Illinois-Edwardsville,65,Tennessee Tech,78,1-Dec
2011,Southern Illinois-Edwardsville,69,Tennessee-Martin,78,24-Jan
2011,Southern Illinois-Edwardsville,78,Greenville (IL),57,29-Jan
2011,Southern Illinois-Edwardsville,74,Robert Morris (IL),40,12-Feb
2011,Southern Illinois-Edwardsville,69,Tennessee Tech,92,22-Feb
2011,Southern Illinois-Edwardsville,84,Hannibal-LaGrange,55,24-Feb
2011,Southern Illinois,56,Wright State,50,27-Nov
2011,Southern Illinois,46,Western Kentucky,53,11-Dec
2011,Southern Illinois,64,Wichita State,74,26-Jan
2011,Southern Illinois,56,Wichita State,53,8-Feb
2011,Southern Methodist,64,Texas Christian,84,16-Nov
2011,Southern Methodist,65,Wayland Baptist,32,24-Nov
2011,Southern Methodist,70,McMurry,67,18-Dec
2011,Southern Methodist,82,Dallas Christian,49,1-Jan
2011,Southern Methodist,70,Tulane,79,8-Jan
2011,Southern Methodist,79,Southern Mississippi,65,22-Jan
2011,Southern Methodist,59,Tulsa,58,26-Jan
2011,Southern Methodist,66,Tulane,61,9-Feb
2011,Southern Methodist,57,Texas-El Paso,67,12-Feb
2011,Southern Methodist,66,Tulsa,74,19-Feb
2011,Southern Methodist,56,Texas-El Paso,59,5-Mar
2011,Southern Mississippi,94,Spring Hill,41,27-Nov
2011,Southern Mississippi,86,Cal State Monterey Bay,61,11-Dec
2011,Southern Mississippi,67,Tulane,54,29-Jan
2011,Southern Mississippi,64,Texas-El Paso,51,16-Feb
2011,Southern Mississippi,78,Loyola (LA),67,22-Feb
2011,Southern Mississippi,70,Tulsa,78,5-Mar
2011,Southern Mississippi,63,Tulane,47,9-Mar
2011,Southern Utah,69,California Baptist,79,15-Nov
2011,Southern Utah,53,Utah State,66,20-Nov
2011,Southern Utah,71,Weber State,77,11-Dec
2011,Southern Utah,68,Panhandle State,51,14-Dec
2011,Southern Utah,69,Western Illinois,48,20-Jan
2011,Southern Utah,68,Western Illinois,63,19-Feb
2011,Southern,47,Washington State,86,13-Nov
2011,Southern,74,Auburn Montgomery,72,17-Nov
2011,Southern,58,Tougaloo,71,19-Nov
2011,Southern,43,Wright State,66,21-Nov
2011,Southern,58,Xavier (LA),72,20-Dec
2011,Southern,65,Tulane,68,23-Dec
2011,Southern,74,Texas Southern,81,4-Jan
2011,Southern,63,Texas Southern,71,3-Mar
2011,St. Bonaventure,67,St. John's (NY),66,7-Dec
2011,St. Bonaventure,68,Virginia Tech,76,23-Dec
2011,St. Bonaventure,55,Temple,83,12-Jan
2011,St. Bonaventure,65,Xavier,79,19-Jan
2011,St. Francis (NY),72,Wagner,56,13-Jan
2011,St. Francis (NY),77,Wagner,73,19-Feb
2011,St. John's (NY),69,Wagner,61,1-Dec
2011,St. John's (NY),81,West Virginia,71,29-Dec
2011,St. John's (NY),59,Syracuse,76,12-Jan
2011,St. John's (NY),59,UCLA,66,5-Feb
2011,St. John's (NY),81,Villanova,68,26-Feb
2011,St. John's (NY),73,Syracuse,79,10-Mar
2011,Stanford,81,Virginia,60,18-Nov
2011,Stanford,53,Tulsa,65,26-Nov
2011,Stanford,60,Yale,44,28-Dec
2011,Stanford,58,Washington,56,13-Jan
2011,Stanford,58,Washington State,61,15-Jan
2011,Stanford,57,UCLA,68,22-Jan
2011,Stanford,75,Washington State,62,10-Feb
2011,Stanford,76,Washington,87,12-Feb
2011,Stanford,65,UCLA,69,17-Feb
2011,Stephen F. Austin,114,Howard Payne,49,12-Nov
2011,Stephen F. Austin,58,Texas Tech,70,19-Nov
2011,Stephen F. Austin,86,Science and Arts of Oklahoma,47,27-Nov
2011,Stephen F. Austin,53,Texas A&M,62,2-Dec
2011,Stephen F. Austin,76,Jarvis Christian,45,18-Dec
2011,Stephen F. Austin,52,Texas-El Paso,61,20-Dec
2011,Stephen F. Austin,86,Wiley,49,3-Jan
2011,Stephen F. Austin,68,Texas-San Antonio,59,15-Jan
2011,Stephen F. Austin,52,Texas-Arlington,62,22-Jan
2011,Stephen F. Austin,45,Texas A&M-Corpus Christi,46,29-Jan
2011,Stephen F. Austin,61,Texas State,66,2-Feb
2011,Stephen F. Austin,70,Texas-San Antonio,66,12-Feb
2011,Stephen F. Austin,65,Texas-Arlington,66,16-Feb
2011,Stephen F. Austin,73,Texas State,70,19-Feb
2011,Stephen F. Austin,75,Texas A&M-Corpus Christi,68,27-Feb
2011,Stetson,89,Wake Forest,79,12-Nov
2011,Stetson,55,Palm Beach Atlantic,61,26-Nov
2011,Stony Brook,80,Mount Ida College,43,14-Nov
2011,Stony Brook,54,Wagner,58,21-Nov
2011,Stony Brook,49,Vermont,55,4-Jan
2011,Stony Brook,42,Vermont,65,6-Feb
2011,Stony Brook,69,Vermont,47,6-Mar
2011,Syracuse,63,William & Mary,60,21-Nov
2011,Syracuse,72,Villanova,83,22-Jan
2011,Syracuse,63,West Virginia,52,14-Feb
2011,Syracuse,69,Villanova,64,21-Feb
2011,Temple,82,Toledo,49,14-Nov
2011,Temple,51,Texas A&M,54,28-Nov
2011,Temple,74,Villanova,78,30-Dec
2011,Temple,77,Xavier,88,22-Jan
2011,Tennessee-Martin,70,MacMurray,49,12-Nov
2011,Tennessee-Martin,87,William Woods,57,19-Dec
2011,Tennessee-Martin,62,Tennessee,68,29-Dec
2011,Tennessee-Martin,64,Tennessee State,67,8-Jan
2011,Tennessee-Martin,105,Tennessee Tech,109,13-Jan
2011,Tennessee-Martin,47,Tennessee State,56,5-Feb
2011,Tennessee-Martin,71,Tennessee Tech,85,12-Feb
2011,Tennessee-Martin,68,Tennessee State,64,2-Mar
2011,Tennessee-Martin,59,Tennessee Tech,83,3-Mar
2011,Tennessee State,85,Fisk,50,15-Nov
2011,Tennessee State,84,LeMoyne-Owen,48,12-Dec
2011,Tennessee State,71,Tennessee Tech,65,22-Jan
2011,Tennessee State,59,Tennessee Tech,61,14-Feb
2011,Tennessee Tech,113,Hiwassee,42,16-Dec
2011,Tennessee Tech,106,Crowley's Ridge,44,30-Dec
2011,Tennessee Tech,74,Bluefield College (VA),56,2-Jan
2011,Tennessee Tech,66,Western Michigan,74,16-Mar
2011,Tennessee,77,Virginia Commonwealth,72,24-Nov
2011,Tennessee,78,Villanova,68,26-Nov
2011,Tennessee,67,Vanderbilt,64,15-Jan
2011,Tennessee,60,Vanderbilt,51,22-Feb
2011,Texas A&M-Corpus Christi,81,Northeastern State,74,13-Nov
2011,Texas A&M-Corpus Christi,65,Texas A&M,86,15-Nov
2011,Texas A&M-Corpus Christi,62,Valparaiso,68,27-Nov
2011,Texas A&M-Corpus Christi,77,St. Edward's,56,1-Dec
2011,Texas A&M-Corpus Christi,84,Montreat,77,30-Dec
2011,Texas A&M-Corpus Christi,55,Texas Tech,70,2-Jan
2011,Texas A&M-Corpus Christi,47,Texas-San Antonio,55,12-Jan
2011,Texas A&M-Corpus Christi,49,Texas-Arlington,70,19-Jan
2011,Texas A&M-Corpus Christi,62,Texas State,73,26-Jan
2011,Texas A&M-Corpus Christi,61,Texas State,66,15-Feb
2011,Texas A&M-Corpus Christi,62,Texas-San Antonio,71,23-Feb
2011,Texas A&M-Corpus Christi,95,Texas-Arlington,83,2-Mar
2011,Texas A&M,77,Texas A&M-International,46,19-Nov
2011,Texas A&M,63,Washington,62,11-Dec
2011,Texas A&M,86,Wagner,51,21-Dec
2011,Texas A&M,60,Texas,81,19-Jan
2011,Texas A&M,49,Texas,69,31-Jan
2011,Texas A&M,70,Texas Tech,67,12-Feb
2011,Texas A&M,66,Texas Tech,54,5-Mar
2011,Texas A&M,58,Texas,70,11-Mar
2011,Texas-Arlington,88,Texas Lutheran,45,12-Nov
2011,Texas-Arlington,96,Texas-Tyler,56,16-Nov
2011,Texas-Arlington,88,Hardin-Simmons,71,22-Nov
2011,Texas-Arlington,67,St. Edward's,52,27-Nov
2011,Texas-Arlington,56,Texas Tech,73,22-Dec
2011,Texas-Arlington,83,Texas State,66,29-Jan
2011,Texas-Arlington,62,Texas-San Antonio,70,2-Feb
2011,Texas-Arlington,71,Texas State,79,12-Feb
2011,Texas-Arlington,63,Texas-San Antonio,68,5-Mar
2011,Texas Christian,81,Texas Tech,77,8-Dec
2011,Texas Christian,66,Tulsa,69,30-Dec
2011,Texas Christian,78,Wyoming,60,12-Jan
2011,Texas Christian,62,Utah,75,22-Jan
2011,Texas Christian,67,Wyoming,77,12-Feb
2011,Texas Christian,48,Utah,50,22-Feb
2011,Texas Christian,70,Wyoming,61,9-Mar
2011,Texas-El Paso,77,Western Carolina,65,20-Nov
2011,Texas-El Paso,82,Texas Tech,71,18-Dec
2011,Texas-El Paso,87,Western New Mexico,58,28-Dec
2011,Texas-El Paso,69,Tulsa,59,5-Jan
2011,Texas-El Paso,69,Tulane,58,12-Jan
2011,Texas-El Paso,69,Tulane,65,26-Jan
2011,Texas-El Paso,68,Tulsa,69,29-Jan
2011,Texas-El Paso,66,Tulsa,54,11-Mar
2011,Texas-Rio Grande Valley,63,Texas State,76,20-Nov
2011,Texas-Rio Grande Valley,95,SUNY-Cobleskill,66,24-Nov
2011,Texas-Rio Grande Valley,101,Victory,94,5-Dec
2011,Texas-Rio Grande Valley,52,Washington State,74,10-Dec
2011,Texas-Rio Grande Valley,65,Tulane,88,2-Jan
2011,Texas-Rio Grande Valley,70,Texas State,82,4-Jan
2011,Texas-Rio Grande Valley,84,Utah Valley,88,3-Feb
2011,Texas-Rio Grande Valley,42,Utah Valley,64,12-Feb
2011,Texas-Rio Grande Valley,77,St. Thomas (TX),72,26-Feb
2011,Texas-San Antonio,82,Huston-Tillotson,65,12-Nov
2011,Texas-San Antonio,71,Cameron,61,19-Nov
2011,Texas-San Antonio,81,Troy,70,22-Nov
2011,Texas-San Antonio,67,Tulsa,92,23-Dec
2011,Texas-San Antonio,88,Texas State,84,22-Jan
2011,Texas-San Antonio,71,Panhandle State,50,24-Jan
2011,Texas-San Antonio,80,Texas State,82,26-Feb
2011,Texas Southern,67,Wichita State,79,16-Nov
2011,Texas Southern,78,Texas State,64,16-Dec
2011,Texas State,89,Sul Ross State,62,12-Nov
2011,Texas State,126,Our Lady of the Lake,127,24-Nov
2011,Texas State,65,Texas,101,11-Dec
2011,Texas State,80,Texas-Tyler,59,31-Dec
2011,Texas Tech,79,Washington,108,4-Dec
2011,Texas Tech,52,Texas,83,11-Jan
2011,Texas Tech,60,Texas,76,5-Feb
2011,Toledo,67,Youngstown State,73,24-Nov
2011,Toledo,75,Valparaiso,72,11-Dec
2011,Toledo,80,Indiana-Northwest,44,21-Dec
2011,Toledo,73,Western Michigan,60,19-Jan
2011,Toledo,56,Western Michigan,68,23-Feb
2011,Towson,75,Western Michigan,73,1-Dec
2011,Towson,68,William & Mary,83,19-Jan
2011,Towson,76,Virginia Commonwealth,80,24-Jan
2011,Troy,100,Huntington,59,12-Nov
2011,Troy,102,Western Michigan,99,21-Dec
2011,Troy,39,Utah State,80,23-Dec
2011,Troy,82,Western Kentucky,68,13-Jan
2011,Troy,58,Western Kentucky,77,22-Jan
2011,Tulane,91,Maryville (MO),45,22-Nov
2011,Tulane,57,New Orleans,53,14-Dec
2011,Tulane,67,Virginia Commonwealth,70,18-Dec
2011,Tulane,91,Auburn Montgomery,70,21-Dec
2011,Tulane,61,Tulsa,65,22-Jan
2011,Tulane,59,Tulsa,66,26-Feb
2011,Tulsa,81,Weber State,79,16-Dec
2011,Tulsa,79,Wichita State,82,21-Dec
2011,UCLA,70,Villanova,82,24-Nov
2011,UCLA,85,Virginia Commonwealth,89,26-Nov
2011,UCLA,80,Washington State,71,29-Dec
2011,UCLA,63,Washington,74,31-Dec
2011,UCLA,63,Washington,70,3-Mar
2011,UCLA,58,Washington State,54,5-Mar
2011,Utah State,77,Weber State,65,13-Nov
2011,Utah State,79,Utah,62,24-Nov
2011,Utah State,76,Utah Valley,58,18-Dec
2011,Utah State,78,Western Michigan,57,22-Dec
2011,Utah State,100,Montana Western,66,16-Feb
2011,Utah Valley,93,La Sierra,46,26-Nov
2011,Utah Valley,87,Northern New Mexico,37,27-Nov
2011,Utah Valley,80,Mayville State,60,20-Dec
2011,Utah Valley,98,Haskell Indian Nations Institute,50,4-Jan
2011,Utah,72,Grand Canyon,48,12-Nov
2011,Utah,90,Weber State,75,20-Nov
2011,Utah,68,Wyoming,51,15-Jan
2011,Utah,80,Wyoming,70,16-Feb
2011,Valparaiso,111,Indiana-Northwest,64,12-Nov
2011,Valparaiso,98,Purdue North Central,44,18-Nov
2011,Valparaiso,79,Youngstown State,55,7-Jan
2011,Valparaiso,71,Wright State,60,14-Jan
2011,Valparaiso,86,Youngstown State,78,5-Feb
2011,Valparaiso,58,Wright State,56,12-Feb
2011,Valparaiso,80,Youngstown State,71,1-Mar
2011,Vanderbilt,71,West Virginia,74,19-Nov
2011,Vanderbilt,82,Western Kentucky,62,1-Dec
2011,Vermont,82,Yale,78,4-Dec
2011,Villanova,66,West Virginia,50,5-Feb
2011,Virginia Commonwealth,67,Winthrop,54,15-Nov
2011,Virginia Commonwealth,90,Wake Forest,69,16-Nov
2011,Virginia Commonwealth,59,William & Mary,55,4-Dec
2011,Virginia Commonwealth,86,Virginia Military Institute,80,8-Dec
2011,Virginia Commonwealth,75,Wofford,66,29-Dec
2011,Virginia Commonwealth,70,William & Mary,52,12-Jan
2011,Virginia Commonwealth,68,Wichita State,67,18-Feb
2011,Virginia Military Institute,106,Randolph,65,12-Nov
2011,Virginia Military Institute,120,Virginia Wise,88,16-Nov
2011,Virginia Military Institute,94,Southern Virginia,78,23-Nov
2011,Virginia Military Institute,66,West Virginia,82,27-Nov
2011,Virginia Military Institute,151,Central Pennsylvania College,92,29-Nov
2011,Virginia Military Institute,82,Winthrop,88,2-Dec
2011,Virginia Military Institute,89,Winthrop,85,26-Feb
2011,Virginia Military Institute,78,Winthrop,73,1-Mar
2011,Virginia Tech,54,Virginia,57,5-Dec
2011,Virginia Tech,94,Wake Forest,65,15-Jan
2011,Virginia Tech,54,Virginia,61,19-Feb
2011,Virginia Tech,76,Wake Forest,62,22-Feb
2011,Virginia Tech,76,Wichita State,79,20-Mar
2011,Virginia,76,William & Mary,52,12-Nov
2011,Virginia,63,Washington,106,22-Nov
2011,Virginia,58,Wichita State,70,24-Nov
2011,Virginia,71,Wake Forest,76,29-Jan
2011,Wake Forest,74,Winthrop,83,22-Nov
2011,Wake Forest,75,Xavier,83,18-Dec
2011,Washington State,87,Washington,80,30-Jan
2011,Washington State,80,Washington,69,27-Feb
2011,Washington State,87,Washington,89,10-Mar
2011,Washington State,44,Wichita State,75,29-Mar
2011,Weber State,97,Colorado Christian,73,16-Nov
2011,Weber State,86,Alaska-Anchorage,54,25-Nov
2011,Weber State,94,University of the Southwest,54,18-Dec
2011,Western Carolina,97,Warren Wilson,47,22-Nov
2011,Western Carolina,64,William & Mary,39,28-Nov
2011,Western Carolina,66,Wofford,75,29-Jan
2011,Western Carolina,72,Wofford,86,6-Mar
2011,Western Illinois,83,St. Francis (IL),47,12-Nov
2011,Western Illinois,55,Wyoming,64,20-Nov
2011,Western Illinois,68,Culver-Stockton,44,8-Dec
2011,Western Illinois,59,Purdue Calumet,56,1-Jan
2011,Western Michigan,65,Xavier,68,12-Nov
2011,Western Michigan,109,Alma,50,4-Dec
2011,Wichita State,79,Chaminade,58,23-Nov
2011,William & Mary,72,Shenandoah,44,16-Dec
2011,Winthrop,70,Queens (NC),61,13-Nov
2011,Winthrop,65,Lander,46,27-Nov
2011,Wofford,90,Xavier,94,27-Nov
2011,Wright State,75,Northwood (MI),55,17-Nov
2011,Wright State,60,Tusculum,47,11-Dec
2011,Wright State,66,Youngstown State,62,20-Jan
2011,Wright State,74,Youngstown State,70,7-Feb
2011,Wyoming,92,Kean,58,13-Nov
2011,Wyoming,80,Western State,37,17-Dec
2011,Yale,85,Baruch College,57,8-Jan
2011,Youngstown State,78,Malone,62,13-Dec
2011,Youngstown State,86,Wilberforce,51,11-Jan
2012,Air Force,87,Army,71,11-Nov
2012,Air Force,75,Virginia Military Institute,65,12-Nov
2012,Air Force,65,Western State,37,18-Nov
2012,Air Force,73,Colorado,76,23-Nov
2012,Air Force,60,Drake,62,3-Dec
2012,Air Force,55,Wright State,34,7-Dec
2012,Air Force,63,Arkansas-Pine Bluff,51,10-Dec
2012,Air Force,64,Maryland-Eastern Shore,60,17-Dec
2012,Air Force,60,Gonzaga,70,22-Dec
2012,Air Force,61,Wagner,72,29-Dec
2012,Air Force,42,Eastern Michigan,37,30-Dec
2012,Air Force,83,Johnson & Wales (CO),53,3-Jan
2012,Air Force,68,Chicago State,54,6-Jan
2012,Air Force,67,Texas-Rio Grande Valley,50,9-Jan
2012,Air Force,74,Boise State,59,14-Jan
2012,Air Force,53,Wyoming,64,18-Jan
2012,Air Force,44,San Diego State,57,21-Jan
2012,Air Force,56,Texas Christian,59,25-Jan
2012,Air Force,63,Nevada-Las Vegas,65,28-Jan
2012,Air Force,42,New Mexico,81,31-Jan
2012,Air Force,49,Colorado State,67,4-Feb
2012,Air Force,61,Boise State,72,11-Feb
2012,Air Force,58,Wyoming,53,15-Feb
2012,Air Force,58,San Diego State,56,18-Feb
2012,Air Force,62,Texas Christian,65,22-Feb
2012,Air Force,58,Nevada-Las Vegas,68,25-Feb
2012,Air Force,56,New Mexico,86,Feb-29
2012,Air Force,65,Colorado State,75,3-Mar
2012,Air Force,64,New Mexico,79,8-Mar
2012,Akron,68,Mississippi State,58,9-Nov
2012,Akron,95,Hiram,65,12-Nov
2012,Akron,59,Valparaiso,62,18-Nov
2012,Akron,76,Duquesne,81,19-Nov
2012,Akron,81,Detroit Mercy,63,26-Nov
2012,Akron,56,West Virginia,77,28-Nov
2012,Akron,53,Middle Tennessee,77,4-Dec
2012,Akron,66,Cleveland State,69,10-Dec
2012,Akron,87,Arkansas-Pine Bluff,64,15-Dec
2012,Akron,91,Florida A&M,69,17-Dec
2012,Akron,88,Youngstown State,62,19-Dec
2012,Akron,79,North Carolina A&T,52,21-Dec
2012,Akron,75,Virginia Commonwealth,76,29-Dec
2012,Akron,67,Marshall,51,1-Jan
2012,Akron,65,Miami (OH),60,7-Jan
2012,Akron,56,Bowling Green State,55,11-Jan
2012,Akron,68,Ohio,63,14-Jan
2012,Akron,70,Buffalo,82,18-Jan
2012,Akron,84,Kent State,75,21-Jan
2012,Akron,70,Ball State,58,24-Jan
2012,Akron,74,Central Michigan,64,28-Jan
2012,Akron,86,Toledo,72,1-Feb
2012,Akron,77,Eastern Michigan,47,4-Feb
2012,Akron,69,Western Michigan,66,8-Feb
2012,Akron,75,Northern Illinois,51,11-Feb
2012,Akron,74,Miami (OH),59,15-Feb
2012,Akron,61,Oral Roberts,67,18-Feb
2012,Akron,79,Bowling Green State,68,22-Feb
2012,Akron,61,Ohio,85,26-Feb
2012,Akron,70,Buffalo,74,Feb-29
2012,Akron,61,Kent State,55,2-Mar
2012,Akron,78,Kent State,74,9-Mar
2012,Akron,63,Ohio,64,10-Mar
2012,Akron,74,Northwestern,76,13-Mar
2012,Alabama A&M,63,Tulane,72,11-Nov
2012,Alabama A&M,100,Talladega,79,14-Nov
2012,Alabama A&M,75,Oakwood,74,19-Nov
2012,Alabama A&M,45,Alabama,82,23-Nov
2012,Alabama A&M,44,South Alabama,67,3-Dec
2012,Alabama A&M,57,Michigan,87,17-Dec
2012,Alabama A&M,54,Georgia Tech,65,19-Dec
2012,Alabama A&M,68,Tennessee State,78,21-Dec
2012,Alabama A&M,58,Alabama-Birmingham,92,31-Dec
2012,Alabama A&M,52,Jackson State,55,3-Jan
2012,Alabama A&M,55,Grambling,60,5-Jan
2012,Alabama A&M,65,Arkansas-Pine Bluff,62,7-Jan
2012,Alabama A&M,69,Mississippi Valley State,81,9-Jan
2012,Alabama A&M,50,Alabama State,53,14-Jan
2012,Alabama A&M,69,Southern,75,21-Jan
2012,Alabama A&M,65,Alcorn State,64,23-Jan
2012,Alabama A&M,61,Texas Southern,73,28-Jan
2012,Alabama A&M,64,Prairie View,54,30-Jan
2012,Alabama A&M,75,Arkansas-Pine Bluff,81,4-Feb
2012,Alabama A&M,64,Mississippi Valley State,78,6-Feb
2012,Alabama A&M,47,Alabama State,57,11-Feb
2012,Alabama A&M,65,Southern,72,18-Feb
