year_string,team_1_name,team_1_score,team_2_name,team_2_score,date_string
2010,Arkansas-Pine Bluff,61,Winthrop,44,16-Mar
2010,Arkansas-Pine Bluff,44,Duke,73,19-Mar
2010,Baylor,68,Sam Houston State,59,18-Mar
2010,Baylor,76,Old Dominion,68,20-Mar
2010,Baylor,72,Saint Mary's (CA),49,26-Mar
2010,Baylor,71,Duke,78,28-Mar
2010,Brigham Young,99,Florida,92,18-Mar
2010,Brigham Young,72,Kansas State,84,20-Mar
2010,Butler,77,Texas-El Paso,59,18-Mar
2010,Butler,54,Murray State,52,20-Mar
2010,Butler,63,Syracuse,59,25-Mar
2010,Butler,63,Kansas State,56,27-Mar
2010,Butler,52,Michigan State,50,3-Apr
2010,Butler,59,Duke,61,5-Apr
2010,UC-Santa Barbara,51,Ohio State,68,19-Mar
2010,University of California,77,Louisville,62,19-Mar
2010,University of California,53,Duke,68,21-Mar
2010,Clemson,78,Missouri,86,19-Mar
2010,Cornell,78,Temple,65,19-Mar
2010,Cornell,87,Wisconsin,69,21-Mar
2010,Cornell,45,Kentucky,62,25-Mar
2010,Duke,70,Purdue,57,26-Mar
2010,Duke,78,West Virginia,57,3-Apr
2010,East Tennessee State,71,Kentucky,100,18-Mar
2010,Florida State,60,Gonzaga,67,19-Mar
2010,Georgetown,83,Ohio,97,18-Mar
2010,Georgia Tech,64,Oklahoma State,59,19-Mar
2010,Georgia Tech,66,Ohio State,75,21-Mar
2010,Gonzaga,65,Syracuse,87,21-Mar
2010,Houston,77,Maryland,89,19-Mar
2010,Kansas State,82,North Texas,62,18-Mar
2010,Kansas State,101,Xavier,96,25-Mar
2010,Kansas,90,Lehigh,74,18-Mar
2010,Kansas,67,Northern Iowa,69,20-Mar
2010,Kentucky,90,Wake Forest,60,20-Mar
2010,Kentucky,66,West Virginia,73,27-Mar
2010,Marquette,78,Washington,80,18-Mar
2010,Maryland,83,Michigan State,85,21-Mar
2010,Michigan State,70,New Mexico State,67,19-Mar
2010,Michigan State,59,Northern Iowa,52,26-Mar
2010,Michigan State,70,Tennessee,69,28-Mar
2010,Minnesota,54,Xavier,65,19-Mar
2010,Missouri,59,West Virginia,68,21-Mar
2010,Montana,57,New Mexico,62,18-Mar
2010,Morgan State,50,West Virginia,77,19-Mar
2010,Murray State,66,Vanderbilt,65,18-Mar
2010,Nevada-Las Vegas,66,Northern Iowa,69,18-Mar
2010,New Mexico,64,Washington,82,20-Mar
2010,Notre Dame,50,Old Dominion,51,18-Mar
2010,Oakland,66,Pittsburgh,89,19-Mar
2010,Ohio State,73,Tennessee,76,26-Mar
2010,Ohio,68,Tennessee,83,20-Mar
2010,Pittsburgh,68,Xavier,71,21-Mar
2010,Purdue,72,Siena,64,19-Mar
2010,Purdue,63,Texas A&M,61,21-Mar
2010,Richmond,71,Saint Mary's (CA),80,18-Mar
2010,Robert Morris,70,Villanova,73,18-Mar
2010,Saint Mary's (CA),75,Villanova,68,20-Mar
2010,San Diego State,59,Tennessee,62,18-Mar
2010,Syracuse,79,Vermont,56,19-Mar
2010,Texas A&M,69,Utah State,53,19-Mar
2010,Texas,80,Wake Forest,81,18-Mar
2010,Washington,56,West Virginia,69,25-Mar
2010,Wisconsin,53,Wofford,49,19-Mar
2011,Air Force,66,Colorado-Colorado Springs,53,14-Nov
2011,Air Force,57,Colorado College,60,17-Nov
2011,Air Force,87,Tennessee State,72,20-Nov
2011,Air Force,72,Wofford,66,24-Nov
2011,Air Force,72,Cal State Northridge,63,2-Dec
2011,Air Force,57,Evansville,56,5-Dec
2011,Air Force,61,Wright State,76,8-Dec
2011,Air Force,73,North Carolina Central,56,11-Dec
2011,Air Force,63,Arkansas-Pine Bluff,52,18-Dec
2011,Air Force,63,Northern Arizona,74,22-Dec
2011,Air Force,76,Sam Houston State,65,28-Dec
2011,Air Force,54,Texas-El Paso,71,29-Dec
2011,Air Force,81,Florida A&M,48,2-Jan
2011,Air Force,77,Utah,69,5-Jan
2011,Air Force,66,Brigham Young,76,8-Jan
2011,Air Force,52,Nevada-Las Vegas,64,15-Jan
2011,Air Force,55,San Diego State,68,19-Jan
2011,Air Force,72,Wyoming,51,22-Jan
2011,Air Force,66,Colorado State,69,26-Jan
2011,Air Force,66,Texas Christian,65,29-Jan
2011,Air Force,61,New Mexico,75,1-Feb
2011,Air Force,54,Utah,49,5-Feb
2011,Air Force,52,Brigham Young,90,9-Feb
2011,Air Force,42,Nevada-Las Vegas,49,15-Feb
2011,Air Force,58,San Diego State,70,19-Feb
2011,Air Force,61,Wyoming,63,23-Feb
2011,Air Force,74,Colorado State,57,26-Feb
2011,Air Force,70,Texas Christian,65,2-Mar
2011,Air Force,61,New Mexico,66,5-Mar
2011,Air Force,53,Nevada-Las Vegas,69,10-Mar
2011,Air Force,77,North Dakota,67,15-Mar
2011,Air Force,75,Santa Clara,88,18-Mar
2011,Akron,89,Millikin,41,12-Nov
2011,Akron,68,Dayton,76,16-Nov
2011,Akron,91,Youngstown State,84,20-Nov
2011,Akron,51,Cleveland State,64,24-Nov
2011,Akron,77,Detroit Mercy,69,1-Dec
2011,Akron,54,Illinois-Chicago,52,4-Dec
2011,Akron,47,Temple,82,12-Dec
2011,Akron,58,Minnesota,66,15-Dec
2011,Akron,77,Bethune-Cookman,66,18-Dec
2011,Akron,75,Arkansas-Little Rock,61,21-Dec
2011,Akron,72,Stetson,56,22-Dec
2011,Akron,61,Miami (FL),69,23-Dec
2011,Akron,87,Arkansas-Pine Bluff,60,29-Dec
2011,Akron,84,Oral Roberts,80,3-Jan
2011,Akron,65,Kent State,62,8-Jan
2011,Akron,70,Ohio,79,12-Jan
2011,Akron,70,Buffalo,73,16-Jan
2011,Akron,76,Miami (OH),84,19-Jan
2011,Akron,63,Bowling Green State,58,22-Jan
2011,Akron,74,Northern Illinois,83,26-Jan
2011,Akron,63,Central Michigan,43,30-Jan
2011,Akron,56,Eastern Michigan,60,2-Feb
2011,Akron,59,Toledo,41,5-Feb
2011,Akron,83,Western Michigan,71,9-Feb
2011,Akron,75,Ball State,60,12-Feb
2011,Akron,89,Bowling Green State,54,15-Feb
2011,Akron,76,Creighton,67,19-Feb
2011,Akron,72,Miami (OH),55,23-Feb
2011,Akron,69,Buffalo,60,26-Feb
2011,Akron,55,Ohio,80,1-Mar
2011,Akron,68,Kent State,79,4-Mar
2011,Akron,67,Eastern Michigan,53,8-Mar
2011,Akron,82,Miami (OH),75,10-Mar
2011,Akron,79,Western Michigan,68,11-Mar
2011,Akron,66,Kent State,65,12-Mar
2011,Akron,56,Notre Dame,69,18-Mar
2011,Alabama A&M,93,Talladega,77,13-Nov
2011,Alabama A&M,61,Western Kentucky,83,15-Nov
2011,Alabama A&M,70,Tuskegee,67,20-Nov
2011,Alabama A&M,50,Alabama,76,27-Nov
2011,Alabama A&M,75,Martin Methodist,70,4-Dec
2011,Alabama A&M,68,Tennessee State,74,7-Dec
2011,Alabama A&M,49,Wichita State,71,13-Dec
2011,Alabama A&M,40,Alabama-Birmingham,58,19-Dec
2011,Alabama A&M,51,North Carolina State,82,28-Dec
2011,Alabama A&M,70,Grambling,63,4-Jan
2011,Alabama A&M,55,Jackson State,57,6-Jan
2011,Alabama A&M,72,Mississippi Valley State,60,8-Jan
2011,Alabama A&M,53,Arkansas-Pine Bluff,61,10-Jan
2011,Alabama A&M,75,Alabama State,60,15-Jan
2011,Alabama A&M,64,Alcorn State,55,22-Jan
2011,Alabama A&M,68,Southern,58,24-Jan
2011,Alabama A&M,61,Texas Southern,65,29-Jan
2011,Alabama A&M,62,Prairie View,53,31-Jan
2011,Alabama A&M,60,Mississippi Valley State,63,5-Feb
2011,Alabama A&M,74,Arkansas-Pine Bluff,52,7-Feb
2011,Alabama A&M,68,Alabama State,82,12-Feb
2011,Alabama A&M,70,Alcorn State,68,19-Feb
2011,Alabama A&M,64,Southern,45,21-Feb
2011,Alabama A&M,78,Texas Southern,83,26-Feb
2011,Alabama A&M,63,Prairie View,58,28-Feb
2011,Alabama A&M,69,Grambling,76,3-Mar
2011,Alabama A&M,64,Jackson State,72,5-Mar
2011,Alabama A&M,61,Alabama State,81,10-Mar
2011,Alabama-Birmingham,78,Southeast Missouri State,56,13-Nov
2011,Alabama-Birmingham,76,Middle Tennessee,71,17-Nov
2011,Alabama-Birmingham,66,Arizona State,69,20-Nov
2011,Alabama-Birmingham,82,South Alabama,58,23-Nov
2011,Alabama-Birmingham,70,Arkansas,65,26-Nov
2011,Alabama-Birmingham,78,Troy,57,29-Nov
2011,Alabama-Birmingham,59,Jacksonville State,53,1-Dec
2011,Alabama-Birmingham,64,Georgia,66,3-Dec
2011,Alabama-Birmingham,75,Kent State,59,5-Dec
2011,Alabama-Birmingham,68,Virginia Commonwealth,65,21-Dec
2011,Alabama-Birmingham,79,George Washington,44,27-Dec
2011,Alabama-Birmingham,64,Duke,85,5-Jan
2011,Alabama-Birmingham,100,Texas-El Paso,97,8-Jan
2011,Alabama-Birmingham,62,Tulsa,78,15-Jan
2011,Alabama-Birmingham,66,East Carolina,59,17-Jan
2011,Alabama-Birmingham,67,Southern Methodist,53,19-Jan
2011,Alabama-Birmingham,73,Memphis,76,22-Jan
2011,Alabama-Birmingham,60,Marshall,56,26-Jan
2011,Alabama-Birmingham,74,Central Florida,69,29-Jan
2011,Alabama-Birmingham,71,Southern Mississippi,75,2-Feb
2011,Alabama-Birmingham,47,Tulane,39,5-Feb
2011,Alabama-Birmingham,64,Marshall,48,9-Feb
2011,Alabama-Birmingham,74,Rice,68,12-Feb
2011,Alabama-Birmingham,58,Memphis,62,16-Feb
2011,Alabama-Birmingham,63,Central Florida,58,19-Feb
2011,Alabama-Birmingham,68,Houston,55,26-Feb
2011,Alabama-Birmingham,67,Southern Mississippi,66,2-Mar
2011,Alabama-Birmingham,66,East Carolina,48,5-Mar
2011,Alabama-Birmingham,70,East Carolina,75,10-Mar
2011,Alabama-Birmingham,52,Clemson,70,15-Mar
2011,Alabama State,57,Creighton,71,12-Nov
2011,Alabama State,47,Iowa State,74,14-Nov
2011,Alabama State,46,Northern Arizona,74,16-Nov
2011,Alabama State,74,Kennesaw State,59,20-Nov
2011,Alabama State,46,Loyola (IL),74,22-Nov
2011,Alabama State,48,Central Florida,84,27-Nov
2011,Alabama State,69,Tulane,84,30-Nov
2011,Alabama State,53,Arkansas State,77,11-Dec
2011,Alabama State,46,Mississippi State,67,14-Dec
2011,Alabama State,54,Oakwood,49,16-Dec
2011,Alabama State,53,Belmont,66,20-Dec
2011,Alabama State,38,Southern Methodist,49,22-Dec
2011,Alabama State,61,Albany State (GA),53,30-Dec
2011,Alabama State,52,Jackson State,58,4-Jan
2011,Alabama State,50,Grambling,47,6-Jan
2011,Alabama State,68,Arkansas-Pine Bluff,62,8-Jan
2011,Alabama State,70,Mississippi Valley State,74,10-Jan
2011,Alabama State,52,Southern,64,22-Jan
2011,Alabama State,81,Alcorn State,68,24-Jan
2011,Alabama State,61,Prairie View,69,29-Jan
2011,Alabama State,59,Texas Southern,73,31-Jan
2011,Alabama State,60,Arkansas-Pine Bluff,48,5-Feb
2011,Alabama State,90,Mississippi Valley State,63,7-Feb
2011,Alabama State,63,Southern,50,19-Feb
2011,Alabama State,62,Alcorn State,53,21-Feb
2011,Alabama State,68,Prairie View,61,26-Feb
2011,Alabama State,60,Texas Southern,48,28-Feb
2011,Alabama State,63,Jackson State,53,3-Mar
2011,Alabama State,73,Grambling,74,5-Mar
2011,Alabama State,73,Texas Southern,66,11-Mar
2011,Alabama State,65,Grambling,48,12-Mar
2011,Alabama State,61,Texas-San Antonio,70,16-Mar
2011,Alabama,76,Florida A&M,37,12-Nov
2011,Alabama,79,Troy,60,15-Nov
2011,Alabama,78,Seton Hall,83,19-Nov
2011,Alabama,47,Iowa,55,20-Nov
2011,Alabama,49,Saint Peter's,50,22-Nov
2011,Alabama,72,South Alabama,50,1-Dec
2011,Alabama,47,Purdue,66,4-Dec
2011,Alabama,70,Providence,82,11-Dec
2011,Alabama,59,Southeastern Louisiana,38,15-Dec
2011,Alabama,60,Oklahoma State,68,18-Dec
2011,Alabama,71,Lipscomb,51,21-Dec
2011,Alabama,83,Pepperdine,60,28-Dec
2011,Alabama,83,Toledo,41,3-Jan
2011,Alabama,75,Mississippi State,57,8-Jan
2011,Alabama,57,South Carolina,47,12-Jan
2011,Alabama,65,Arkansas,70,15-Jan
2011,Alabama,68,Kentucky,66,18-Jan
2011,Alabama,68,Auburn,58,22-Jan
2011,Alabama,70,Louisiana State,46,29-Jan
2011,Alabama,75,Mississippi State,61,2-Feb
2011,Alabama,65,Tennessee,60,5-Feb
2011,Alabama,77,Vanderbilt,81,10-Feb
2011,Alabama,74,Mississippi,64,12-Feb
2011,Alabama,67,Louisiana State,56,17-Feb
2011,Alabama,69,Arkansas,56,19-Feb
2011,Alabama,51,Auburn,49,23-Feb
2011,Alabama,63,Mississippi,68,26-Feb
2011,Alabama,51,Florida,78,1-Mar
2011,Alabama,65,Georgia,57,5-Mar
2011,Alabama,65,Georgia,59,11-Mar
2011,Alabama,58,Kentucky,72,12-Mar
2011,Alabama,68,Coastal Carolina,44,15-Mar
2011,Alabama,74,New Mexico,67,21-Mar
2011,Alabama,79,Miami (FL),64,23-Mar
2011,Alabama,62,Colorado,61,29-Mar
2011,Alabama,57,Wichita State,66,31-Mar
2011,Albany (NY),61,Cornell,65,12-Nov
2011,Albany (NY),44,American,57,15-Nov
2011,Albany (NY),51,Georgia Tech,78,17-Nov
2011,Albany (NY),72,Fairleigh Dickinson,46,20-Nov
2011,Albany (NY),65,Iona,86,23-Nov
2011,Albany (NY),82,Detroit Mercy,84,26-Nov
2011,Albany (NY),75,Niagara,65,27-Nov
2011,Albany (NY),56,Bowling Green State,55,28-Nov
2011,Albany (NY),88,Siena,82,4-Dec
2011,Albany (NY),53,Yale,74,6-Dec
2011,Albany (NY),64,Central Connecticut State,63,11-Dec
2011,Albany (NY),77,Mount St. Mary's,57,18-Dec
2011,Albany (NY),63,Colgate,61,22-Dec
2011,Albany (NY),64,Xavier,88,28-Dec
2011,Albany (NY),65,Wagner,80,30-Dec
2011,Albany (NY),59,New Hampshire,44,2-Jan
2011,Albany (NY),48,Vermont,60,6-Jan
2011,Albany (NY),42,Hartford,62,9-Jan
2011,Albany (NY),64,Maine,66,12-Jan
2011,Albany (NY),67,Boston University,70,15-Jan
2011,Albany (NY),52,Stony Brook,50,17-Jan
2011,Albany (NY),76,Binghamton,37,20-Jan
2011,Albany (NY),66,Maryland-Baltimore County,63,26-Jan
2011,Albany (NY),54,Vermont,63,29-Jan
2011,Albany (NY),59,New Hampshire,62,2-Feb
2011,Albany (NY),62,Hartford,59,5-Feb
2011,Albany (NY),44,Boston University,63,10-Feb
2011,Albany (NY),58,Stony Brook,43,14-Feb
2011,Albany (NY),57,Binghamton,54,20-Feb
2011,Albany (NY),83,Maryland-Baltimore County,67,23-Feb
2011,Albany (NY),81,Maine,77,27-Feb
2011,Albany (NY),61,Stony Brook,67,5-Mar
2011,Alcorn State,56,Texas A&M,88,12-Nov
2011,Alcorn State,68,Houston,88,14-Nov
2011,Alcorn State,48,Purdue,103,17-Nov
2011,Alcorn State,51,Colorado,91,23-Nov
2011,Alcorn State,51,Denver,69,24-Nov
2011,Alcorn State,71,Southern Mississippi,100,1-Dec
2011,Alcorn State,55,Kansas State,89,6-Dec
2011,Alcorn State,57,Nebraska,78,8-Dec
2011,Alcorn State,76,South Alabama,86,21-Dec
2011,Alcorn State,62,Mississippi,100,30-Dec
2011,Alcorn State,66,Prairie View,68,4-Jan
2011,Alcorn State,66,Texas Southern,79,6-Jan
2011,Alcorn State,64,Jackson State,90,8-Jan
2011,Alcorn State,75,Grambling,73,10-Jan
2011,Alcorn State,70,Mississippi Valley State,87,15-Jan
2011,Alcorn State,74,Arkansas-Pine Bluff,81,17-Jan
2011,Alcorn State,70,Southern,63,29-Jan
2011,Alcorn State,81,Jackson State,75,5-Feb
2011,Alcorn State,60,Grambling,61,7-Feb
2011,Alcorn State,83,Mississippi Valley State,91,12-Feb
2011,Alcorn State,62,Arkansas-Pine Bluff,72,14-Feb
2011,Alcorn State,83,Southern,74,26-Feb
2011,Alcorn State,77,Prairie View,96,3-Mar
2011,Alcorn State,68,Texas Southern,79,5-Mar
2011,American,62,Saint Francis (PA),52,12-Nov
2011,American,65,Maryland-Eastern Shore,58,17-Nov
2011,American,82,Florida Atlantic,72,20-Nov
2011,American,66,Howard,54,23-Nov
2011,American,62,Columbia,64,28-Nov
2011,American,50,West Virginia,71,1-Dec
2011,American,48,Florida,67,5-Dec
2011,American,66,Maryland-Baltimore County,53,14-Dec
2011,American,62,Northwestern,78,16-Dec
2011,American,69,Mount St. Mary's,64,20-Dec
2011,American,46,Pittsburgh,61,22-Dec
2011,American,73,Fordham,57,29-Dec
2011,American,83,Delaware,71,30-Dec
2011,American,77,Brown,67,3-Jan
2011,American,82,Lehigh,75,8-Jan
2011,American,60,Bucknell,75,12-Jan
2011,American,66,Colgate,57,15-Jan
2011,American,65,Army,62,19-Jan
2011,American,60,Holy Cross,57,22-Jan
2011,American,53,Navy,72,26-Jan
2011,American,73,Lafayette,60,29-Jan
2011,American,62,Lehigh,61,6-Feb
2011,American,60,Bucknell,66,9-Feb
2011,American,69,Colgate,60,12-Feb
2011,American,65,Army,59,16-Feb
2011,American,64,Holy Cross,60,20-Feb
2011,American,69,Navy,58,23-Feb
2011,American,95,Lafayette,92,26-Feb
2011,American,69,Colgate,53,2-Mar
2011,American,71,Lafayette,73,6-Mar
2011,Appalachian State,89,Tulsa,86,12-Nov
2011,Appalachian State,101,Montreat,71,16-Nov
2011,Appalachian State,74,Mississippi State,76,19-Nov
2011,Appalachian State,73,Vanderbilt,86,27-Nov
2011,Appalachian State,69,Chattanooga,81,2-Dec
2011,Appalachian State,78,Samford,69,4-Dec
2011,Appalachian State,60,Georgetown,89,12-Dec
2011,Appalachian State,71,Robert Morris,66,18-Dec
2011,Appalachian State,79,Colorado State,82,22-Dec
2011,Appalachian State,68,Texas State,79,23-Dec
2011,Appalachian State,51,East Tennessee State,79,24-Dec
2011,Appalachian State,91,Milligan,71,30-Dec
2011,Appalachian State,74,Davidson,66,5-Jan
2011,Appalachian State,79,Georgia Southern,51,8-Jan
2011,Appalachian State,74,North Carolina-Greensboro,75,13-Jan
2011,Appalachian State,78,Western Carolina,79,15-Jan
2011,Appalachian State,79,Elon,71,17-Jan
2011,Appalachian State,63,Citadel,81,20-Jan
2011,Appalachian State,64,College of Charleston,73,22-Jan
2011,Appalachian State,65,Wofford,74,27-Jan
2011,Appalachian State,61,Furman,81,29-Jan
2011,Appalachian State,80,North Carolina-Greensboro,78,2-Feb
2011,Appalachian State,68,Elon,62,5-Feb
2011,Appalachian State,65,Samford,59,10-Feb
2011,Appalachian State,78,Chattanooga,68,12-Feb
2011,Appalachian State,75,Western Carolina,80,17-Feb
2011,Appalachian State,82,High Point,81,19-Feb
2011,Appalachian State,85,College of Charleston,70,24-Feb
2011,Appalachian State,70,Citadel,59,26-Feb
2011,Appalachian State,65,Georgia Southern,57,4-Mar
2011,Appalachian State,56,Wofford,69,5-Mar
2011,Arizona State,62,New Mexico,76,16-Nov
2011,Arizona State,73,Houston Baptist,55,25-Nov
2011,Arizona State,59,Weber State,58,26-Nov
2011,Arizona State,58,St. John's (NY),67,27-Nov
2011,Arizona State,54,Baylor,68,2-Dec
2011,Arizona State,61,Richmond,67,5-Dec
2011,Arizona State,71,Gardner-Webb,48,11-Dec
2011,Arizona State,78,Nevada,75,17-Dec
2011,Arizona State,72,Long Beach State,55,21-Dec
2011,Arizona State,56,North Carolina A&T,50,23-Dec
2011,Arizona State,58,Oregon State,80,30-Dec
2011,Arizona State,60,Oregon,55,1-Jan
2011,Arizona State,41,Stanford,55,6-Jan
2011,Arizona State,61,University of California,65,8-Jan
2011,Arizona State,69,Tulsa,59,12-Jan
2011,Arizona State,69,Arizona,80,15-Jan
2011,Arizona State,61,Washington State,78,20-Jan
2011,Arizona State,75,Washington,88,22-Jan
2011,Arizona State,61,Southern California,63,27-Jan
2011,Arizona State,72,UCLA,73,29-Jan
2011,Arizona State,62,University of California,66,3-Feb
2011,Arizona State,75,Stanford,83,5-Feb
2011,Arizona State,52,Arizona,67,13-Feb
2011,Arizona State,62,Washington,79,17-Feb
2011,Arizona State,71,Washington State,69,19-Feb
2011,Arizona State,53,UCLA,71,24-Feb
2011,Arizona State,46,Southern California,62,26-Feb
2011,Arizona State,73,Oregon,53,3-Mar
2011,Arizona State,80,Oregon State,66,5-Mar
2011,Arizona State,69,Oregon,76,9-Mar
2011,Arizona,90,Idaho State,42,14-Nov
2011,Arizona,83,New Mexico State,57,18-Nov
2011,Arizona,93,Northern Colorado,70,21-Nov
2011,Arizona,78,Bethune-Cookman,45,23-Nov
2011,Arizona,82,Santa Clara,59,26-Nov
2011,Arizona,79,Kansas,87,27-Nov
2011,Arizona,84,Rice,57,1-Dec
2011,Arizona,83,Oklahoma,60,5-Dec
2011,Arizona,73,Cal State Fullerton,62,8-Dec
2011,Arizona,65,Brigham Young,87,11-Dec
2011,Arizona,63,Northern Arizona,58,16-Dec
2011,Arizona,72,North Carolina State,62,19-Dec
2011,Arizona,82,Robert Morris,56,22-Dec
2011,Arizona,76,Oregon,57,30-Dec
2011,Arizona,75,Oregon State,76,2-Jan
2011,Arizona,73,University of California,71,6-Jan
2011,Arizona,67,Stanford,57,9-Jan
2011,Arizona,68,Washington,85,20-Jan
2011,Arizona,65,Washington State,63,22-Jan
2011,Arizona,85,UCLA,74,27-Jan
2011,Arizona,82,Southern California,73,29-Jan
2011,Arizona,78,Stanford,69,3-Feb
2011,Arizona,107,University of California,105,5-Feb
2011,Arizona,79,Washington State,70,17-Feb
2011,Arizona,87,Washington,86,19-Feb
2011,Arizona,57,Southern California,65,24-Feb
2011,Arizona,49,UCLA,71,26-Feb
2011,Arizona,70,Oregon State,59,3-Mar
2011,Arizona,90,Oregon,82,5-Mar
2011,Arizona,78,Oregon State,69,10-Mar
2011,Arizona,67,Southern California,62,11-Mar
2011,Arizona,75,Washington,77,12-Mar
2011,Arizona,77,Memphis,75,18-Mar
2011,Arizona,70,Texas,69,20-Mar
2011,Arizona,93,Duke,77,24-Mar
2011,Arizona,63,Connecticut,65,26-Mar
2011,Arkansas-Little Rock,57,Southern Methodist,47,12-Nov
2011,Arkansas-Little Rock,64,St. Bonaventure,77,14-Nov
2011,Arkansas-Little Rock,108,St. Gregory's,58,17-Nov
2011,Arkansas-Little Rock,63,Illinois State,54,21-Nov
2011,Arkansas-Little Rock,60,Oral Roberts,86,24-Nov
2011,Arkansas-Little Rock,74,Louisiana Tech,65,26-Nov
2011,Arkansas-Little Rock,46,Missouri State,80,1-Dec
2011,Arkansas-Little Rock,69,Tulsa,67,5-Dec
2011,Arkansas-Little Rock,85,Philander Smith,58,7-Dec
2011,Arkansas-Little Rock,70,Mississippi,84,11-Dec
2011,Arkansas-Little Rock,55,Rice,65,16-Dec
2011,Arkansas-Little Rock,52,Oral Roberts,49,22-Dec
2011,Arkansas-Little Rock,75,Stetson,50,23-Dec
2011,Arkansas-Little Rock,69,North Texas,81,30-Dec
2011,Arkansas-Little Rock,70,Denver,72,2-Jan
2011,Arkansas-Little Rock,55,St. Bonaventure,68,5-Jan
2011,Arkansas-Little Rock,76,Troy,73,8-Jan
2011,Arkansas-Little Rock,81,Louisiana-Monroe,50,13-Jan
2011,Arkansas-Little Rock,73,Louisiana,68,15-Jan
2011,Arkansas-Little Rock,78,Florida International,70,20-Jan
2011,Arkansas-Little Rock,71,Florida Atlantic,88,22-Jan
2011,Arkansas-Little Rock,64,Arkansas State,75,29-Jan
2011,Arkansas-Little Rock,75,Denver,72,3-Feb
2011,Arkansas-Little Rock,66,Louisiana,67,5-Feb
2011,Arkansas-Little Rock,61,Louisiana-Monroe,53,12-Feb
2011,Arkansas-Little Rock,59,Western Kentucky,61,17-Feb
2011,Arkansas-Little Rock,62,Middle Tennessee,58,19-Feb
2011,Arkansas-Little Rock,79,South Alabama,92,24-Feb
2011,Arkansas-Little Rock,63,Arkansas State,71,26-Feb
2011,Arkansas-Little Rock,69,North Texas,72,1-Mar
2011,Arkansas-Little Rock,82,South Alabama,68,5-Mar
2011,Arkansas-Little Rock,59,Arkansas State,52,6-Mar
2011,Arkansas-Little Rock,65,Middle Tennessee,56,7-Mar
2011,Arkansas-Little Rock,64,North Texas,63,8-Mar
2011,Arkansas-Little Rock,77,North Carolina-Asheville,81,15-Mar
2011,Arkansas-Pine Bluff,51,Colorado State,82,13-Nov
2011,Arkansas-Pine Bluff,40,Nebraska,83,15-Nov
2011,Arkansas-Pine Bluff,45,Northwestern,71,19-Nov
2011,Arkansas-Pine Bluff,49,Stanford,92,21-Nov
2011,Arkansas-Pine Bluff,63,Hawaii,70,24-Nov
2011,Arkansas-Pine Bluff,63,Missouri,91,28-Nov
2011,Arkansas-Pine Bluff,72,Auburn,76,5-Dec
2011,Arkansas-Pine Bluff,54,Texas-El Paso,77,12-Dec
2011,Arkansas-Pine Bluff,49,New Mexico State,83,13-Dec
2011,Arkansas-Pine Bluff,55,Denver,73,21-Dec
2011,Arkansas-Pine Bluff,69,Mississippi Valley State,83,4-Jan
2011,Arkansas-Pine Bluff,64,Southern,65,15-Jan
2011,Arkansas-Pine Bluff,43,Texas Southern,50,22-Jan
2011,Arkansas-Pine Bluff,90,Prairie View,85,24-Jan
2011,Arkansas-Pine Bluff,73,Grambling,63,29-Jan
2011,Arkansas-Pine Bluff,64,Jackson State,86,31-Jan
2011,Arkansas-Pine Bluff,64,Southern,51,12-Feb
2011,Arkansas-Pine Bluff,68,Texas Southern,71,19-Feb
2011,Arkansas-Pine Bluff,53,Prairie View,59,21-Feb
2011,Arkansas-Pine Bluff,57,Grambling,75,26-Feb
2011,Arkansas-Pine Bluff,62,Jackson State,56,28-Feb
2011,Arkansas-Pine Bluff,69,Mississippi Valley State,88,3-Mar
2011,Arkansas-Pine Bluff,45,Texas Southern,50,9-Mar
2011,Arkansas State,60,Mississippi,68,12-Nov
2011,Arkansas State,71,Missouri State,80,16-Nov
2011,Arkansas State,60,Belmont,93,17-Nov
2011,Arkansas State,70,Pacific,77,22-Nov
2011,Arkansas State,62,Pepperdine,69,23-Nov
2011,Arkansas State,56,Southeast Missouri State,50,27-Nov
2011,Arkansas State,71,Memphis,78,1-Dec
2011,Arkansas State,85,Lyon,42,6-Dec
2011,Arkansas State,59,Georgia,68,18-Dec
2011,Arkansas State,68,Savannah State,55,20-Dec
2011,Arkansas State,70,Missouri State,77,22-Dec
2011,Arkansas State,120,Central Baptist,39,28-Dec
2011,Arkansas State,69,South Alabama,57,30-Dec
2011,Arkansas State,81,Western Kentucky,73,1-Jan
2011,Arkansas State,70,Florida International,75,6-Jan
2011,Arkansas State,57,Florida Atlantic,61,8-Jan
2011,Arkansas State,74,Louisiana,65,13-Jan
2011,Arkansas State,69,Middle Tennessee,65,15-Jan
2011,Arkansas State,78,Lamar,75,17-Jan
2011,Arkansas State,36,Denver,74,20-Jan
2011,Arkansas State,64,North Texas,83,22-Jan
2011,Arkansas State,62,Louisiana-Monroe,61,27-Jan
2011,Arkansas State,61,Savannah State,67,1-Feb
2011,Arkansas State,60,Denver,35,5-Feb
2011,Arkansas State,85,Louisiana-Monroe,66,10-Feb
2011,Arkansas State,61,Louisiana,64,17-Feb
2011,Arkansas State,71,Troy,63,19-Feb
2011,Arkansas State,63,North Texas,47,24-Feb
2011,Arkansas,75,Grambling,52,18-Nov
2011,Arkansas,90,Florida Gulf Coast,47,22-Nov
2011,Arkansas,66,Southeast Missouri State,56,24-Nov
2011,Arkansas,84,Oklahoma,74,1-Dec
2011,Arkansas,75,Troy,60,4-Dec
